stock,date,open,high,low,close,volume
AXP,9/4/2014,80.7608,82.4522,80.5191,82.4522,3599617
AXP,10/4/2014,82.2198,82.4754,79.2738,79.3296,5213765
AXP,11/4/2014,78.9021,79.4085,78.0563,78.5675,4014277
AXP,14/4/2014,79.0786,80.2403,78.1028,79.4597,4015913
AXP,15/4/2014,79.8035,80.6028,78.363,79.9615,3741860
AXP,16/4/2014,80.705,81.2998,80.3704,81.2254,4055995
AXP,17/4/2014,81.0024,81.7087,79.0879,80.1288,9244808
AXP,21/4/2014,80.2775,80.7189,80.073,80.547,3762330
AXP,22/4/2014,80.5842,81.2626,80.324,80.9187,3420444
AXP,23/4/2014,80.863,81.4485,80.5498,80.9745,3788218
AXP,24/4/2014,81.0953,81.7645,80.77,81.2347,3187102
AXP,25/4/2014,80.8723,81.1325,80.5005,80.8816,4232260
AXP,28/4/2014,81.2626,81.3927,79.7849,80.9095,4760553
AXP,29/4/2014,81.1697,81.7366,81.0303,81.5879,2853035
AXP,30/4/2014,81.4206,81.4671,80.8165,81.2533,4354497
AXP,1/5/2014,81.3463,81.3881,80.231,80.6864,4680412
AXP,2/5/2014,80.6399,81.1418,80.3054,80.7886,3707385
AXP,5/5/2014,79.9243,81.244,79.692,81.1883,3340078
AXP,6/5/2014,81.086,81.086,79.9987,80.1102,3269355
AXP,7/5/2014,80.6585,81.8295,80.0266,81.7645,4601515
AXP,8/5/2014,81.6715,82.9726,81.4671,82.3592,4220350
AXP,9/5/2014,82.2105,82.7403,81.9039,82.5637,2344736
AXP,12/5/2014,83.1027,83.6139,83.0096,83.3258,2343786
AXP,13/5/2014,83.3165,83.6418,82.7496,82.796,2298535
AXP,14/5/2014,82.8704,83.112,82.0711,82.2105,2238503
AXP,15/5/2014,81.9689,82.3221,80.9559,81.4113,3329234
AXP,16/5/2014,86.6271,87.7581,86.3654,87.4497,4467741
AXP,19/5/2014,81.021,81.9875,80.9559,81.8946,2005193
AXP,20/5/2014,81.6158,81.8295,80.7236,80.9373,2802816
AXP,21/5/2014,81.3834,81.9132,81.2069,81.6529,2525553
AXP,22/5/2014,81.5879,82.1455,81.3648,81.9224,2654758
AXP,23/5/2014,81.8853,82.5823,81.783,82.5079,1862385
AXP,27/5/2014,83.27,85.0079,83.0377,84.9335,5093826
AXP,28/5/2014,84.8592,84.9057,84.2272,84.6269,2466846
AXP,29/5/2014,84.6826,84.8499,84.1343,84.8313,2668484
AXP,30/5/2014,84.5711,85.2031,84.4689,85.0358,3594761
AXP,2/6/2014,85.3053,85.6027,84.9707,85.3982,2832071
AXP,3/6/2014,85.138,85.3611,84.822,85.2495,2589094
AXP,4/6/2014,85.1194,85.4075,84.8778,85.3239,2636958
AXP,5/6/2014,85.4262,86.625,85.0637,86.2439,3222994
AXP,6/6/2014,86.374,88.2328,86.2625,88.2049,4551113
AXP,9/6/2014,88.3629,89.1063,87.9632,88.8182,3825234
AXP,10/6/2014,88.3722,88.651,87.9911,88.5487,2421970
AXP,11/6/2014,88.2328,88.5255,87.9539,88.3629,1884535
AXP,12/6/2014,88.6138,88.7346,87.6937,88.0655,2870488
AXP,13/6/2014,88.242,88.4465,87.7123,88.1491,1792975
AXP,16/6/2014,87.6937,88.0562,87.2105,87.703,2832531
AXP,17/6/2014,87.703,88.4744,87.3687,87.9725,2572316
AXP,18/6/2014,88.0562,88.8368,87.4335,88.809,2454768
AXP,19/6/2014,88.716,88.9391,87.8517,88.3536,3206376
AXP,20/6/2014,88.8275,89.255,88.3117,88.7904,5387379
AXP,23/6/2014,88.5952,88.9855,88.0887,88.7625,2102451
AXP,24/6/2014,88.3722,88.7997,87.5916,87.7588,2088726
AXP,25/6/2014,87.6008,88.4837,87.545,87.9539,2398358
AXP,26/6/2014,88.1305,88.2328,86.9284,87.638,2594797
AXP,27/6/2014,87.5915,88.335,87.48,88.2235,3630657
AXP,30/6/2014,88.2885,88.6045,87.8703,88.1677,2634267
AXP,1/7/2014,88.6788,89.4409,88.5487,88.6138,3026313
AXP,2/7/2014,88.4651,89.0134,88.3443,88.4837,1595457
AXP,3/7/2014,88.8275,89.1621,88.493,89.0692,1633771
AXP,7/7/2014,88.7532,88.9019,88.4,88.6603,1962805
AXP,8/7/2014,88.2142,88.2978,86.9595,87.8889,2828746
AXP,9/7/2014,88.9419,89.0444,87.9774,88.2896,2646347
AXP,10/7/2014,87.1806,88.3548,86.8172,88.0287,2230008
AXP,11/7/2014,87.8516,88.1498,87.367,88.038,2108544
AXP,14/7/2014,88.7462,89.0724,88.0007,88.1032,2387991
AXP,15/7/2014,88.3362,88.681,87.6,88.0193,3499169
AXP,16/7/2014,88.3548,88.6158,87.8516,88.038,2738019
AXP,17/7/2014,87.5627,88.2523,86.5842,86.6587,3117458
AXP,18/7/2014,86.9663,87.5347,86.7613,87.162,3363043
AXP,21/7/2014,86.9383,87.0408,86.0903,86.5562,2321810
AXP,22/7/2014,87.1433,87.6559,86.8731,87.0129,2411581
AXP,23/7/2014,86.8451,87.2179,86.5003,86.929,1984801
AXP,24/7/2014,86.9756,87.2458,86.5283,86.8078,3023420
AXP,25/7/2014,86.4258,86.7333,85.3447,85.6709,3909866
AXP,28/7/2014,85.643,85.7641,84.711,85.6057,4274196
AXP,29/7/2014,85.5777,85.9505,85.2795,85.4659,4778288
AXP,30/7/2014,85.8387,86.0344,83.9096,84.7204,5069546
AXP,31/7/2014,83.9376,84.1146,81.9992,82.0085,7564147
AXP,1/8/2014,80.7038,81.3002,80.564,81.0113,5743766
AXP,4/8/2014,80.7038,81.3002,80.564,81.0113,5743766
AXP,5/8/2014,80.7504,81.0951,80.0421,80.4801,5004396
AXP,6/8/2014,80.1819,80.8762,80.1447,80.5174,4805926
AXP,7/8/2014,80.8809,81.207,80.0421,80.1633,4539209
AXP,8/8/2014,80.2285,81.5518,80.0608,81.5146,4206909
AXP,11/8/2014,81.9339,82.1576,81.0207,81.03,3594371
AXP,12/8/2014,81.0766,81.1604,80.797,81.1511,3106640
AXP,13/8/2014,81.4866,82.0691,81.2257,81.4493,2590641
AXP,14/8/2014,81.5425,81.826,81.1698,81.3282,3498785
AXP,15/8/2014,81.8035,81.8967,80.359,80.7038,3295617
AXP,18/8/2014,81.3468,81.5239,81.0579,81.2257,2672035
AXP,19/8/2014,81.6171,82.2694,81.4959,82.1203,3523886
AXP,20/8/2014,82.0178,82.6142,81.9153,82.4651,3143040
AXP,21/8/2014,82.6049,83.2433,82.5583,83.0709,3019283
AXP,22/8/2014,82.8379,83.4157,82.7773,82.8286,2803133
AXP,25/8/2014,83.4623,84.0773,83.2386,83.4902,3730046
AXP,26/8/2014,83.5089,83.8071,83.015,83.0802,2934587
AXP,27/8/2014,83.1734,83.4901,82.9311,83.1641,2632512
AXP,28/8/2014,82.7913,83.2479,82.577,82.959,3324915
AXP,29/8/2014,83.2852,83.5927,83.0243,83.453,2673218
AXP,2/9/2014,83.7791,83.9935,83.2013,83.6114,3592108
AXP,3/9/2014,83.9935,84.329,83.8723,84.0028,2935072
AXP,4/9/2014,83.9748,84.301,83.3318,83.5461,2599473
AXP,5/9/2014,83.5368,83.63,82.959,83.5089,2575907
AXP,8/9/2014,83.3132,83.7139,82.5863,82.8752,3621528
AXP,9/9/2014,82.8006,82.8472,81.7755,81.9153,4021206
AXP,10/9/2014,82.1017,82.6236,82.0178,82.3906,3471011
AXP,11/9/2014,82.0178,82.5676,81.8967,82.3999,2757034
AXP,12/9/2014,82.1762,82.2881,81.4866,81.673,4739054
AXP,15/9/2014,82.3347,82.3347,81.1791,81.4307,3986981
AXP,16/9/2014,81.2257,82.6608,80.9647,82.344,5951014
AXP,17/9/2014,82.577,83.4623,82.316,83.0056,4460724
AXP,18/9/2014,83.2479,84.4221,83.2293,83.9655,4309814
AXP,19/9/2014,84.506,84.506,83.3318,83.5927,7126551
AXP,22/9/2014,83.4809,83.9562,82.8472,82.9311,3143756
AXP,23/9/2014,82.521,83.1827,82.2247,82.2974,3715997
AXP,24/9/2014,82.4465,82.6142,81.8873,82.4931,5089940
AXP,25/9/2014,82.4838,82.7727,80.8529,80.8529,5647980
AXP,26/9/2014,81.2257,82.6328,81.03,82.3533,4480408
AXP,29/9/2014,81.6637,82.0318,81.207,81.9619,3304057
AXP,30/9/2014,82.1949,82.3067,81.4027,81.5798,3867066
AXP,1/10/2014,81.2246,81.6078,79.9254,80.2058,4786195
AXP,2/10/2014,80.7479,80.8507,79.5048,80.2619,4217094
AXP,3/10/2014,81.0003,81.6032,80.589,81.4676,4601352
AXP,6/10/2014,81.9537,82.2219,81.0938,81.3461,3148903
AXP,7/10/2014,80.804,80.804,79.7572,79.7758,3911200
AXP,8/10/2014,79.8319,81.7574,79.4524,81.7013,4238301
AXP,9/10/2014,81.6265,82.2341,80.2151,80.2806,5396567
AXP,10/10/2014,80.1778,81.0377,79.4394,79.4394,4235195
AXP,13/10/2014,79.2244,79.6824,77.2148,77.3737,5074088
AXP,14/10/2014,77.8317,77.9439,77.1213,77.3363,6165129
AXP,15/10/2014,75.9903,76.4483,73.2892,75.6445,9157767
AXP,16/10/2014,75.0463,76.1492,73.663,74.9996,9159291
AXP,17/10/2014,75.6258,79.0001,75.6165,77.1868,9175404
AXP,20/10/2014,77.383,78.6075,77.2337,78.5234,5239508
AXP,21/10/2014,79.1683,80.0656,78.9253,80.0469,4851088
AXP,22/10/2014,80.0282,80.2619,78.4486,78.4766,5182245
AXP,23/10/2014,79.5702,80.2432,79.3272,80.0189,5000415
AXP,24/10/2014,80.0936,80.7853,80.0002,80.7573,3607992
AXP,27/10/2014,80.3927,81.0844,80.1591,80.9723,3610616
AXP,28/10/2014,81.3835,82.2621,81.2807,82.2621,3598445
AXP,29/10/2014,82.4771,83.1781,81.9256,82.5706,4592580
AXP,30/10/2014,82.8042,83.6455,82.4397,82.9444,5072891
AXP,31/10/2014,84.0661,84.682,83.531,84.0754,6848648
AXP,3/11/2014,84.4213,85.2531,84.3278,84.9166,3711518
AXP,4/11/2014,84.7017,85.4588,84.5895,85.412,3163147
AXP,5/11/2014,85.7672,86.4122,85.7672,86.3841,3617568
AXP,6/11/2014,86.113,86.1785,85.1597,85.599,6005814
AXP,7/11/2014,85.7205,86.4403,85.2718,86.2346,3669206
AXP,10/11/2014,86.1878,86.3935,85.8513,86.3654,2938704
AXP,11/11/2014,86.2533,86.543,85.5148,85.7485,2721039
AXP,12/11/2014,85.2064,85.6784,85.1503,85.5709,3825498
AXP,13/11/2014,85.7111,85.7111,85.0008,85.1223,3638009
AXP,14/11/2014,85.1223,85.2812,84.4494,84.7484,2361616
AXP,17/11/2014,84.3465,84.3652,83.795,84.2437,2620647
AXP,18/11/2014,84.3184,84.9914,84.1502,84.6643,2175744
AXP,19/11/2014,84.4026,84.8325,84.1409,84.5895,2661218
AXP,20/11/2014,83.9633,84.9727,83.9539,84.7017,2825692
AXP,21/11/2014,85.6737,85.6924,84.4026,84.4867,4039198
AXP,24/11/2014,84.8699,85.2157,84.3184,85.0942,3459501
AXP,25/11/2014,85.2438,85.599,84.8325,85.4307,3313706
AXP,26/11/2014,85.7205,85.7205,84.9914,85.4775,2218222
AXP,28/11/2014,85.627,86.5056,85.599,86.3841,3070020
AXP,1/12/2014,86.057,86.5804,85.6737,86.1224,3343013
AXP,2/12/2014,86.5524,86.9262,86.2906,86.9262,3111915
AXP,3/12/2014,86.5617,87.0384,85.1036,85.2905,5914963
AXP,4/12/2014,85.8513,85.8513,85.2344,85.8326,4000235
AXP,5/12/2014,86.2626,86.7954,86.0383,86.5991,2872575
AXP,8/12/2014,86.6271,87.7581,86.3654,87.4497,4467741
AXP,9/12/2014,86.1691,87.3001,85.9728,87.2627,4092664
AXP,10/12/2014,86.7954,87.5712,86.515,86.6926,4657969
AXP,11/12/2014,87.029,88.4404,86.8795,87.0477,4419092
AXP,12/12/2014,86.3654,86.9449,85.0008,85.0568,4487604
AXP,15/12/2014,85.4681,85.599,83.3277,84.1595,4766746
AXP,16/12/2014,83.5333,84.8606,82.4304,82.4771,4948750
AXP,17/12/2014,82.7762,84.6549,82.5706,84.5334,5204350
AXP,18/12/2014,85.7111,87.1225,85.5148,87.0851,4554192
AXP,19/12/2014,86.8888,87.7768,86.3187,86.8328,7170302
AXP,22/12/2014,86.9169,87.5431,86.7627,87.5057,2910765
AXP,23/12/2014,87.5805,88.1226,87.5338,87.6927,2864817
AXP,24/12/2014,87.8235,88.5993,87.8235,87.9357,1321515
AXP,26/12/2014,88.0479,88.6087,88.0479,88.132,1439897
AXP,29/12/2014,87.8609,88.6928,87.8609,88.1133,1483010
AXP,30/12/2014,88.0759,88.2909,87.889,88.1133,1425054
AXP,31/12/2014,88.4685,88.5619,86.9262,86.9636,2306225
AXP,2/1/2015,87.0851,87.8048,86.1224,86.9449,2445836
AXP,5/1/2015,86.4215,86.7206,84.4213,84.6456,3478969
AXP,6/1/2015,84.8606,84.9634,82.1967,82.8416,4808755
AXP,7/1/2015,85.3165,85.3165,83.9291,84.6509,5665151
AXP,8/1/2015,85.7196,86.0665,85.3071,85.8509,3781465
AXP,9/1/2015,85.8509,86.0571,84.5947,84.7634,3681672
AXP,12/1/2015,84.8384,85.2509,83.5073,83.901,3230688
AXP,13/1/2015,84.6228,85.4384,82.8979,83.6479,3537553
AXP,14/1/2015,81.9698,82.8885,80.8543,81.623,6628395
AXP,15/1/2015,82.0261,82.5229,79.2606,80.5074,5830949
AXP,16/1/2015,80.1887,80.8168,79.4388,80.6574,6768738
AXP,20/1/2015,81.0512,82.2323,81.0137,81.8011,6364082
AXP,21/1/2015,82.0823,82.2323,81.3418,82.1855,7185651
AXP,22/1/2015,79.2138,80.7324,78.2763,79.0919,16390070
AXP,23/1/2015,79.1482,79.9825,78.7076,78.8669,7366126
AXP,26/1/2015,78.5388,79.0263,77.9201,78.0888,6632753
AXP,27/1/2015,77.3389,78.0654,76.9453,77.2451,6329531
AXP,28/1/2015,77.6201,78.1732,76.5983,76.6171,7942208
AXP,29/1/2015,76.9358,77.1795,76.0827,76.8702,7545880
AXP,30/1/2015,76.9827,77.0577,75.5203,75.6421,7210532
AXP,2/2/2015,75.8952,77.1045,75.7921,76.992,5459286
AXP,3/2/2015,77.4139,78.5294,77.3764,78.4919,5586211
AXP,4/2/2015,78.2763,79.1856,78.117,78.3795,6155698
AXP,5/2/2015,78.9794,79.6208,78.82,79.4294,3966584
AXP,6/2/2015,79.7856,80.6293,79.4669,79.6919,5139741
AXP,9/2/2015,79.2419,79.9169,79.0263,79.6637,3101318
AXP,10/2/2015,80.245,80.5883,79.795,80.4699,3589926
AXP,11/2/2015,80.4981,80.7887,79.9825,80.6293,4374834
AXP,12/2/2015,75.0234,76.4296,74.9953,75.4453,32653122
AXP,13/2/2015,74.4703,74.7609,72.8579,73.1954,34874386
AXP,17/2/2015,72.333,74.3578,72.2955,74.1328,18578333
AXP,18/2/2015,73.7954,75.2484,73.7954,74.7891,13416995
AXP,19/2/2015,74.8922,74.9765,72.7079,73.4954,20857959
AXP,20/2/2015,73.3266,74.8828,73.3079,74.8359,11348739
AXP,23/2/2015,74.9859,75.4453,74.4984,75.2765,6868556
AXP,24/2/2015,75.2765,76.5889,75.239,75.8015,10950979
AXP,25/2/2015,76.0827,77.1045,75.8109,77.0295,8184691
AXP,26/2/2015,77.817,78.2482,77.2545,78.042,8702804
AXP,27/2/2015,78.042,78.1638,76.4202,76.4858,8121162
AXP,2/3/2015,76.6171,77.067,76.4577,76.8983,5503072
AXP,3/3/2015,75.9234,76.8046,75.839,76.7858,6856146
AXP,4/3/2015,76.4483,76.4577,75.5203,75.5859,6140957
AXP,5/3/2015,75.614,76.3077,75.5952,76.0733,5571779
AXP,6/3/2015,75.5859,76.0733,75.0515,75.2859,6530206
AXP,9/3/2015,75.1359,75.7757,74.9484,75.4734,5846077
AXP,10/3/2015,74.7422,74.7797,73.936,74.161,7524975
AXP,11/3/2015,74.4328,74.7609,74.161,74.4797,4546180
AXP,12/3/2015,75.089,76.8702,75.0234,76.4577,9386593
AXP,13/3/2015,76.4014,76.5421,74.9484,75.5578,6919443
AXP,16/3/2015,75.8202,76.5453,75.6984,76.4014,5295067
AXP,17/3/2015,76.1202,76.129,75.5109,75.989,4258228
AXP,18/3/2015,75.539,77.1702,75.2484,76.7389,6449418
AXP,19/3/2015,76.7202,76.8327,75.8765,76.4389,4677008
AXP,20/3/2015,76.6733,77.8639,76.4014,77.5264,9338054
AXP,23/3/2015,77.5264,78.3138,77.0577,77.0577,7291654
AXP,24/3/2015,76.9077,77.0202,76.1858,76.2796,5217754
AXP,25/3/2015,76.3265,76.3733,75.0234,75.0984,8908044
AXP,26/3/2015,74.6859,74.7891,73.0126,73.5704,16181335
AXP,27/3/2015,73.4954,73.7204,72.8485,73.0923,9022613
AXP,30/3/2015,73.4485,73.8235,73.1204,73.1673,7285152
AXP,31/3/2015,73.2613,73.8633,73.0074,73.4777,5918270
AXP,1/4/2015,73.4118,74.6063,73.2237,74.2395,6163459
AXP,2/4/2015,74.2395,75.0296,73.9009,74.9638,5695160
AXP,6/4/2015,74.6252,75.34,74.0514,74.8979,3831094
AXP,7/4/2015,73.9197,74.6628,73.6093,73.6752,5919179
AXP,8/4/2015,73.7598,74.644,73.647,74.0138,6405810
AXP,9/4/2015,73.9573,74.6157,73.7504,74.4558,4288069
AXP,10/4/2015,74.7004,75.2177,74.4935,74.8603,3441961
AXP,13/4/2015,74.992,75.2365,74.5499,74.5593,4091974
AXP,14/4/2015,74.8697,75.2176,74.2019,74.7662,4213151
AXP,15/4/2015,74.7098,75.5281,74.7004,75.0108,6042720
AXP,16/4/2015,74.7098,76.3478,74.5405,76.1019,8084767
AXP,17/4/2015,73.741,73.8351,71.9821,72.7252,22112455
AXP,20/4/2015,72.791,73.2237,72.3866,72.6405,8432099
AXP,21/4/2015,72.7816,73.1767,72.6499,72.6876,5124995
AXP,22/4/2015,72.8098,73.9762,72.5935,73.7786,7318109
AXP,23/4/2015,73.4212,73.7128,73.1201,73.5059,4815396
AXP,24/4/2015,73.647,73.6724,73.1484,73.3554,3400709
AXP,27/4/2015,73.2049,73.3272,72.4618,72.8851,6901733
AXP,28/4/2015,73.0732,73.1108,72.3678,72.8851,6493427
AXP,29/4/2015,72.5465,72.8663,72.4242,72.5747,4322567
AXP,30/4/2015,72.4618,73.0638,72.4054,72.8475,6754099
AXP,1/5/2015,73.2237,73.2613,72.7158,73.0638,3859217
AXP,4/5/2015,73.3272,73.8727,73.1202,73.6281,3897793
AXP,5/5/2015,73.346,73.8539,73.1579,73.2143,5325813
AXP,6/5/2015,74.0232,74.1643,72.791,73.2237,5897660
AXP,7/5/2015,73.2143,74.0608,72.9886,73.7692,7924637
AXP,8/5/2015,74.2019,74.9073,74.089,74.2865,7198107
AXP,11/5/2015,74.3524,75.4811,74.3148,74.9638,5827394
AXP,12/5/2015,74.4464,74.7098,73.7786,74.3806,4575669
AXP,13/5/2015,74.7756,75.2553,74.5593,75.1143,5494547
AXP,14/5/2015,75.5657,76.0924,75.4952,75.9514,4450782
AXP,15/5/2015,76.0924,76.3381,75.2365,75.4529,4479254
AXP,18/5/2015,75.5093,75.7632,75.039,75.4058,4579850
AXP,19/5/2015,75.5939,76.7461,75.5939,76.5251,6063537
AXP,20/5/2015,76.5721,76.6098,75.9796,76.1489,3986654
AXP,21/5/2015,75.7538,76.3464,75.6316,75.9608,4249682
AXP,22/5/2015,76.036,76.732,75.9231,76.4216,3395835
AXP,26/5/2015,76.2994,76.6192,75.1895,75.4246,5282736
AXP,27/5/2015,75.6692,75.8385,75.0954,75.3494,5105088
AXP,28/5/2015,75.2177,75.4811,75.1331,75.3306,4444099
AXP,29/5/2015,75.2836,75.34,74.8509,74.9826,7385145
AXP,1/6/2015,75.1895,75.4058,74.2583,74.7474,4716898
AXP,2/6/2015,74.5499,75.4999,74.4747,75.2365,4197300
AXP,3/6/2015,75.5469,76.4405,75.3588,75.8103,4321729
AXP,4/6/2015,75.293,75.5657,74.4935,74.644,5438075
AXP,5/6/2015,75.0014,75.1331,74.5217,74.6722,4817000
AXP,8/6/2015,74.7098,75.0954,74.1172,74.1266,5883574
AXP,9/6/2015,74.1925,74.6722,74.1737,74.4653,4506269
AXP,10/6/2015,74.4935,75.7068,74.4935,75.4246,5865352
AXP,11/6/2015,75.5657,75.9702,75.2459,75.5281,4013377
AXP,12/6/2015,75.6504,75.6692,74.4088,74.8039,6253475
AXP,15/6/2015,74.3054,74.6534,74.1361,74.5405,4929335
AXP,16/6/2015,74.343,75.0578,74.3054,74.644,6992677
AXP,17/6/2015,74.9073,76.0548,74.738,75.5469,6945555
AXP,18/6/2015,75.4717,76.0924,75.0672,75.9702,4632281
AXP,19/6/2015,75.735,75.8291,75.0484,75.4246,13054844
AXP,22/6/2015,75.8855,76.8543,75.8667,76.4216,5548612
AXP,23/6/2015,76.6004,77.0518,76.4593,76.5251,5356347
AXP,24/6/2015,76.1301,76.5251,75.942,75.942,5637585
AXP,25/6/2015,76.1771,76.1865,75.1331,75.1331,6591058
AXP,26/6/2015,75.4058,75.6692,75.0903,75.1331,15746737
AXP,29/6/2015,74.5123,74.6346,73.1202,73.1767,8553321
AXP,30/6/2015,73.7998,74.0264,73.3089,73.375,7793019
AXP,1/7/2015,74.2435,74.4984,73.7904,74.0169,5319947
AXP,2/7/2015,74.2907,74.7061,73.8092,73.8376,4577689
AXP,6/7/2015,73.2145,73.4977,73.0162,73.2522,5724771
AXP,7/7/2015,73.2239,73.4505,72.1382,73.2145,7182951
AXP,8/7/2015,72.5914,72.884,71.5151,71.685,5544756
AXP,9/7/2015,72.3459,73.1201,72.0249,72.0721,3934003
AXP,10/7/2015,72.9879,73.1578,72.6102,72.9879,3036031
AXP,13/7/2015,73.611,74.2152,73.4222,74.1397,3677506
AXP,14/7/2015,74.2058,74.7156,73.8376,74.5551,3904938
AXP,15/7/2015,74.5928,74.9233,73.9414,74.1491,3947013
AXP,16/7/2015,74.5834,74.7345,74.2671,74.5079,4095773
AXP,17/7/2015,74.3379,74.8194,74.253,74.7911,3084435
AXP,20/7/2015,74.7722,75.1782,74.7533,74.8666,3552975
AXP,21/7/2015,74.7722,74.9705,74.0642,74.5362,3974583
AXP,22/7/2015,74.3946,74.7628,74.2067,74.574,4392678
AXP,23/7/2015,73.3561,73.5921,71.8739,72.7047,12256764
AXP,24/7/2015,72.3648,72.8368,71.449,71.6567,8639908
AXP,27/7/2015,71.2224,71.3735,70.1462,70.7315,9861400
AXP,28/7/2015,70.9203,71.3452,70.2123,70.9109,5516643
AXP,29/7/2015,70.9109,71.7606,70.7315,71.4679,4594150
AXP,30/7/2015,71.5529,71.9494,71.4113,71.8644,4767112
AXP,31/7/2015,72.1193,72.3835,71.7417,71.8078,6344779
AXP,3/8/2015,71.619,71.9022,71.213,71.7322,5159523
AXP,4/8/2015,71.534,71.9022,71.4018,71.4868,4137581
AXP,5/8/2015,72.0816,72.2043,71.364,71.364,5562017
AXP,6/8/2015,71.4207,71.5529,70.5332,70.807,4522063
AXP,7/8/2015,70.807,75.7352,70.1839,75.2632,23689625
AXP,10/8/2015,75.2348,76.8398,75.0555,76.7171,12609026
AXP,11/8/2015,75.9335,77.0853,75.7635,76.7926,8509819
AXP,12/8/2015,76.2072,76.5566,75.3388,76.4716,6994329
AXP,13/8/2015,76.33,76.4433,75.8863,76.245,4866909
AXP,14/8/2015,76.009,76.7831,75.924,76.3866,5387093
AXP,17/8/2015,75.8957,76.6321,75.7635,76.4716,4574686
AXP,18/8/2015,76.5188,76.8681,76.1898,76.6982,4458320
AXP,19/8/2015,76.3961,77.0947,75.9146,76.4244,5314577
AXP,20/8/2015,75.6313,75.9618,74.3285,74.3568,7240576
AXP,21/8/2015,73.7526,74.2199,72.7235,72.7235,8483304
AXP,24/8/2015,69.2587,71.8267,67.701,70.4766,12873245
AXP,25/8/2015,72.006,72.2704,69.1832,69.4098,7779000
AXP,26/8/2015,71.1752,71.6567,69.8252,71.4018,6505762
AXP,27/8/2015,71.6378,72.8653,71.298,72.5819,7024971
AXP,28/8/2015,72.0532,72.5158,71.685,72.3648,4919031
AXP,31/8/2015,71.9966,72.9407,71.7228,72.4309,4559687
AXP,1/9/2015,70.6654,71.1468,69.4853,69.8629,6101059
AXP,2/9/2015,70.7504,71.0053,69.8346,70.7504,5914395
AXP,3/9/2015,71.1658,71.9871,70.8542,71.0525,4782965
AXP,4/9/2015,70.1273,70.3539,69.457,69.9385,5095246
AXP,8/9/2015,71.3546,71.4962,70.7334,71.2696,6046291
AXP,9/9/2015,71.8267,72.2295,70.7882,70.9203,4959836
AXP,10/9/2015,70.9486,71.619,70.7882,71.0997,4764590
AXP,11/9/2015,70.8826,71.3074,70.6041,71.2791,3844194
AXP,14/9/2015,70.9581,71.2791,70.5993,70.9392,4452098
AXP,15/9/2015,71.2413,72.4592,71.0242,72.2232,5473687
AXP,16/9/2015,72.1854,73.1765,72.1193,72.9973,4193087
AXP,17/9/2015,73.1295,74.0169,72.4781,72.7519,4181793
AXP,18/9/2015,71.7983,72.5064,71.4868,71.7039,12402877
AXP,21/9/2015,72.1476,72.9973,72.0485,72.4498,3266298
AXP,22/9/2015,71.3829,71.534,70.807,71.4773,5047199
AXP,23/9/2015,71.2885,71.7134,70.9298,71.4018,3183322
AXP,24/9/2015,70.7976,70.8354,69.7213,70.5144,6108920
AXP,25/9/2015,71.1752,71.4396,70.5427,70.9014,4478020
AXP,28/9/2015,70.2972,70.5238,69.1596,69.2398,5894741
AXP,29/9/2015,69.2021,69.4003,68.5979,69.0133,5282964
AXP,30/9/2015,69.7591,70.0423,69.2021,69.9857,4912230
AXP,1/10/2015,70.014,70.4294,69.1171,69.7591,4741120
AXP,2/10/2015,68.6356,70.25,68.4468,70.25,5072423
AXP,5/10/2015,70.8542,73.205,70.8448,72.9784,6480632
AXP,6/10/2015,72.9218,73.205,72.4262,72.6102,3887079
AXP,7/10/2015,72.7903,73.7759,72.6671,73.141,3439404
AXP,8/10/2015,72.9609,73.2168,72.127,73.141,3298899
AXP,9/10/2015,73.3968,73.7475,72.8093,73.2831,2651845
AXP,12/10/2015,73.122,73.2736,72.9136,73.2642,1895136
AXP,13/10/2015,72.8282,73.1789,72.5487,72.5913,3247383
AXP,14/10/2015,72.4113,72.7619,71.9659,72.1838,3098610
AXP,15/10/2015,72.9704,73.1486,72.0891,72.724,3615784
AXP,16/10/2015,73.0462,73.4395,72.6103,73.1694,5613668
AXP,19/10/2015,72.923,73.2642,72.7145,72.9704,4054868
AXP,20/10/2015,73.0178,73.1125,72.6671,72.923,3470846
AXP,21/10/2015,73.2452,73.5485,72.3544,72.506,5952249
AXP,22/10/2015,69.2366,69.4451,67.654,68.7059,23652623
AXP,23/10/2015,69.0091,70.914,68.8177,70.6865,9341271
AXP,26/10/2015,69.464,70.4401,69.3029,70.3074,5228255
AXP,27/10/2015,69.9284,70.3264,69.8715,70.1369,4099007
AXP,28/10/2015,70.4591,70.5538,69.9473,70.5538,7841058
AXP,29/10/2015,70.2695,71.0466,70.1653,70.3359,5250170
AXP,30/10/2015,70.2032,70.3927,69.2366,69.4261,6310102
AXP,2/11/2015,69.5872,70.1937,69.4356,70.0705,4940641
AXP,3/11/2015,70.2695,70.3833,70.0042,70.1558,5048213
AXP,4/11/2015,70.4212,70.9329,70.0705,70.1937,12872736
AXP,5/11/2015,70.2695,70.4401,69.7199,70.061,4983712
AXP,6/11/2015,70.6581,70.8855,70.2316,70.4117,7440801
AXP,9/11/2015,70.2032,70.3738,69.3977,69.5777,5622559
AXP,10/11/2015,69.2934,69.7294,69.2745,69.5304,4961893
AXP,11/11/2015,69.6156,69.7483,68.9523,69.0944,4719547
AXP,12/11/2015,68.9144,68.9807,68.0643,68.2131,6112490
